"","gene","compound","tissue","estimate","n","fdr","mDataType","gene_seq_start","gene_seq_end","strand","chr","pvalue"
"5642","ENSG00000163812","Navitoclax","Lung",-0.422130824399195,NA,NA,"rna",44915257,44976185,"-","chr3",2.35637866e-08
"5643","ENSG00000163812","Selumetinib","Lung",0.350497545527273,NA,NA,"rna",44915257,44976185,"-","chr3",2.35637866e-08
"5644","ENSG00000163812","Trametinib","Lung",0.434345280921726,NA,NA,"rna",44915257,44976185,"-","chr3",0.0001694440433238
"5645","ENSG00000163814","PD-0325901","Lung",0.321608384572429,NA,NA,"rna",45082277,45146422,"-","chr3",2.35637866e-08
"5646","ENSG00000163814","Trametinib","Lung",0.469321960291071,NA,NA,"rna",45082277,45146422,"-","chr3",2.35637866e-08
"5647","ENSG00000163820","Navitoclax","Lung",-0.454711155759264,NA,NA,"rna",45917899,45995824,"-","chr3",3.52914542e-08
"5648","ENSG00000163820","Nvp-tae 684","Lymphoid",0.522534326265313,NA,NA,"rna",45917899,45995824,"-","chr3",1.5253244664e-06
"5649","ENSG00000163820","PD-0325901","Lung",0.2409867746464,NA,NA,"rna",45917899,45995824,"-","chr3",0.0161122789230013
"5650","ENSG00000163820","Trametinib","Lung",0.271441106843265,NA,NA,"rna",45917899,45995824,"-","chr3",0.0938891571419234
"5651","ENSG00000163823","Azd4547","Skin",-0.243545493120007,NA,NA,"rna",46201711,46208313,"-","chr3",0.423052861779182
"5652","ENSG00000163823","Unii-40E3azg1MX","Lymphoid",0.330660718503687,NA,NA,"rna",46201711,46208313,"-","chr3",0.0015829143031495
"5653","ENSG00000163872","Navitoclax","Lung",0.330353666040524,NA,NA,"rna",183697797,183812624,"+","chr3",2.35637866e-08
"5654","ENSG00000163872","Olaparib","Lung",0.205689620070938,NA,NA,"rna",183697797,183812624,"+","chr3",0.0457732360386694
"5655","ENSG00000163872","Trametinib","Lung",-0.469667249448172,NA,NA,"rna",183697797,183812624,"+","chr3",2.35637866e-08
"5656","ENSG00000163873","Daporinad","Lung",0.176239260314329,NA,NA,"rna",36795527,37034515,"-","chr1",0.328888102674946
"5657","ENSG00000163873","Panobinostat","Lung",0.224612394392273,NA,NA,"rna",36795527,37034515,"-","chr1",0.04175254676891
"5658","ENSG00000163873","Saracatinib","Lung",-0.123567769638056,NA,NA,"rna",36795527,37034515,"-","chr1",0.568774707469307
"5659","ENSG00000163874","Trametinib","Lung",0.412328738787048,NA,NA,"rna",37474580,37484377,"+","chr1",2.35637866e-08
"5660","ENSG00000163875","Dasatinib","Lung",-0.310135722797284,NA,NA,"rna",37492575,37514774,"-","chr1",1.7437202507e-06
"5661","ENSG00000163875","Entinostat","Lung",0.153814169240618,NA,NA,"rna",37492575,37514774,"-","chr1",0.232276320242347
"5662","ENSG00000163875","Panobinostat","Lung",0.373188796615163,NA,NA,"rna",37492575,37514774,"-","chr1",2.35637866e-08
"5663","ENSG00000163875","Trametinib","Lung",-0.384838647971281,NA,NA,"rna",37492575,37514774,"-","chr1",2.35637866e-08
"5664","ENSG00000163898","Lapatinib","Lung",0.406379735668641,NA,NA,"rna",185506262,185552588,"-","chr3",3.619018694e-06
"5665","ENSG00000163902","Linsitinib","Lymphoid",0.434074027358759,NA,NA,"rna",128619969,128681075,"-","chr3",2.8783407864e-05
"5666","ENSG00000163902","Unii-40E3azg1MX","Lymphoid",0.366353136827524,NA,NA,"rna",128619969,128681075,"-","chr3",0.0014199348254576
"5667","ENSG00000163913","Trametinib","Lung",-0.323194186477176,NA,NA,"rna",129440036,129520507,"+","chr3",2.120740845e-07
"5668","ENSG00000163918","Alisertib","Lung",0.31685065770385,NA,NA,"rna",186789880,186807058,"-","chr3",1.5605736665e-05
"5669","ENSG00000163918","Daporinad","Lung",0.428751669712823,NA,NA,"rna",186789880,186807058,"-","chr3",2.35637866e-08
"5670","ENSG00000163918","Trametinib","Lung",-0.436251006592414,NA,NA,"rna",186789880,186807058,"-","chr3",2.35637866e-08
"5671","ENSG00000163931","Navitoclax","Lung",-0.334645132129953,NA,NA,"rna",53224712,53256052,"-","chr3",2.35637866e-08
"5672","ENSG00000163931","Selumetinib","Lung",0.310731541671415,NA,NA,"rna",53224712,53256052,"-","chr3",2.35637866e-08
"5673","ENSG00000163931","Tanespimycin","Lung",0.327752036894515,NA,NA,"rna",53224712,53256052,"-","chr3",2.52506123434e-05
"5674","ENSG00000163931","Trametinib","Lung",0.315657024296943,NA,NA,"rna",53224712,53256052,"-","chr3",0.0154931588189275
"5675","ENSG00000163939","Daporinad","Lung",0.46747111331712,NA,NA,"rna",52545352,52685917,"-","chr3",2.35637866e-08
"5676","ENSG00000163939","Navitoclax","Lung",0.361673014727119,NA,NA,"rna",52545352,52685917,"-","chr3",2.35637866e-08
"5677","ENSG00000163939","Olaparib","Lung",0.185203447851548,NA,NA,"rna",52545352,52685917,"-","chr3",0.1458207606338
"5678","ENSG00000163939","PD-0325901","Lung",-0.393996832238628,NA,NA,"rna",52545352,52685917,"-","chr3",1.001066147e-07
"5679","ENSG00000163939","Palbociclib","Lung",-0.351005338972096,NA,NA,"rna",52545352,52685917,"-","chr3",1.48193221327e-05
"5680","ENSG00000163939","Selumetinib","Lung",-0.313766827417155,NA,NA,"rna",52545352,52685917,"-","chr3",5.9608609865e-06
"5681","ENSG00000163939","Topotecan","Lung",0.355012398712064,NA,NA,"rna",52545352,52685917,"-","chr3",2.35637872e-08
"5682","ENSG00000163939","Trametinib","Lung",-0.484303985040484,NA,NA,"rna",52545352,52685917,"-","chr3",2.35637866e-08
"5683","ENSG00000163956","Linsitinib","Lymphoid",0.428261040137671,NA,NA,"rna",3503612,3532446,"-","chr4",2.35637866e-08
"5684","ENSG00000163956","Unii-40E3azg1MX","Lymphoid",0.482197714673077,NA,NA,"rna",3503612,3532446,"-","chr4",2.35637866e-08
"5685","ENSG00000163960","Daporinad","Lung",0.401240003368577,NA,NA,"rna",196347662,196432430,"-","chr3",2.35637866e-08
"5686","ENSG00000163993","Trametinib","Lung",0.34188857396576,NA,NA,"rna",6693878,6697170,"+","chr4",6.83349828e-07
"5687","ENSG00000164038","Panobinostat","Breast",-0.398284352150011,NA,NA,"rna",103019868,103085829,"-","chr4",0.0127661842674335
"5688","ENSG00000164045","Daporinad","Lung",0.419652712480945,NA,NA,"rna",48157146,48188417,"-","chr3",2.35637866e-08
"5689","ENSG00000164048","Paclitaxel","Lung",0.202999423867896,NA,NA,"rna",48241100,48299253,"+","chr3",0.0263731808788193
"5690","ENSG00000164061","Dasatinib","Lung",-0.434982830366915,NA,NA,"rna",49554477,49671549,"+","chr3",2.35637866e-08
"5691","ENSG00000164061","Navitoclax","Lung",0.44296503533744,NA,NA,"rna",49554477,49671549,"+","chr3",2.35637866e-08
"5692","ENSG00000164061","PD-0325901","Lung",-0.387023159574764,NA,NA,"rna",49554477,49671549,"+","chr3",2.35637866e-08
"5693","ENSG00000164061","Palbociclib","Lung",-0.283350787611542,NA,NA,"rna",49554477,49671549,"+","chr3",0.0458627789304219
"5694","ENSG00000164061","Panobinostat","Lung",0.386380232540358,NA,NA,"rna",49554477,49671549,"+","chr3",2.35637866e-08
"5695","ENSG00000164061","Saracatinib","Lung",-0.200524782530776,NA,NA,"rna",49554477,49671549,"+","chr3",0.113585668730408
"5696","ENSG00000164061","Trametinib","Lung",-0.46991100055975,NA,NA,"rna",49554477,49671549,"+","chr3",2.35637866e-08
"5697","ENSG00000164074","Navitoclax","Lung",0.36264068059904,NA,NA,"rna",127965306,128039927,"+","chr4",2.35637866e-08
"5698","ENSG00000164076","Daporinad","Lung",0.499350332233778,NA,NA,"rna",49857988,49869935,"-","chr3",2.35637866e-08
"5699","ENSG00000164076","Dasatinib","Lung",-0.353536672213027,NA,NA,"rna",49857988,49869935,"-","chr3",0.0001387964709911
"5700","ENSG00000164076","Panobinostat","Lung",0.315762505441907,NA,NA,"rna",49857988,49869935,"-","chr3",2.356378717e-07
"5701","ENSG00000164076","Saracatinib","Lung",-0.207789581580739,NA,NA,"rna",49857988,49869935,"-","chr3",0.148820793893693
"5702","ENSG00000164076","Trametinib","Lung",-0.428074048906823,NA,NA,"rna",49857988,49869935,"-","chr3",2.35637866e-08
"5703","ENSG00000164078","Daporinad","Lung",-0.368143092664078,NA,NA,"rna",49887002,49903873,"-","chr3",2.35637866e-08
"5704","ENSG00000164078","Selumetinib","Lung",0.417660100845884,NA,NA,"rna",49887002,49903873,"-","chr3",2.35637866e-08
"5705","ENSG00000164078","Trametinib","Lung",0.483926866153045,NA,NA,"rna",49887002,49903873,"-","chr3",2.35637866e-08
"5706","ENSG00000164082","Daporinad","Lung",0.243479018686529,NA,NA,"rna",51707068,51718613,"+","chr3",0.0854475851024289
"5707","ENSG00000164082","Panobinostat","Lung",0.227770073911639,NA,NA,"rna",51707068,51718613,"+","chr3",0.0206399341242459
"5708","ENSG00000164104","Alisertib","Lung",0.341807201039848,NA,NA,"rna",173331376,173334432,"-","chr4",2.35637866e-08
"5709","ENSG00000164104","Alisertib","Lymphoid",0.213419437182623,NA,NA,"rna",173331376,173334432,"-","chr4",0.149899236436051
"5710","ENSG00000164104","Cytarabine","Lymphoid",0.35732964165659,NA,NA,"rna",173331376,173334432,"-","chr4",4.08563490084e-05
"5711","ENSG00000164104","Navitoclax","Lung",0.343914913928087,NA,NA,"rna",173331376,173334432,"-","chr4",0.0003419726457608
"5712","ENSG00000164104","PD-0325901","Lung",-0.256577727572097,NA,NA,"rna",173331376,173334432,"-","chr4",0.008641353853187
"5713","ENSG00000164104","Palbociclib","Lung",-0.31832731045101,NA,NA,"rna",173331376,173334432,"-","chr4",0.0089564781576268
"5714","ENSG00000164104","Topotecan","Lung",0.363653372947735,NA,NA,"rna",173331376,173334432,"-","chr4",2.35637866e-08
"5715","ENSG00000164105","Vorinostat","Lung",0.265368700257319,NA,NA,"rna",173369969,173377532,"+","chr4",2.35637866e-08
"5716","ENSG00000164109","Alisertib","Lung",0.282760461845821,NA,NA,"rna",120055623,120066858,"-","chr4",0.0002124036874186
"5717","ENSG00000164111","PD-0325901","Lung",0.333288637270668,NA,NA,"rna",121667946,121696995,"-","chr4",2.35637866e-08
"5718","ENSG00000164111","Panobinostat","Lung",-0.375790557981484,NA,NA,"rna",121667946,121696995,"-","chr4",2.35637866e-08
"5719","ENSG00000164111","Trametinib","Lung",0.431424949478235,NA,NA,"rna",121667946,121696995,"-","chr4",2.35637866e-08
"5720","ENSG00000164136","Trametinib","Lung",0.351045281211012,NA,NA,"rna",141636583,141733987,"+","chr4",2.35637872e-08
"5721","ENSG00000164142","Selumetinib","Breast",-0.39905933116082,NA,NA,"rna",151409176,151670503,"+","chr4",0.0283409912190823
"5722","ENSG00000164168","Navitoclax","Lung",-0.224196727986893,NA,NA,"rna",147617386,147672044,"+","chr4",0.0451606574390424
"5723","ENSG00000164168","Palbociclib","Lung",0.33923249598368,NA,NA,"rna",147617386,147672044,"+","chr4",0.0005391791180145
"5724","ENSG00000164168","Trametinib","Lung",0.22660712883987,NA,NA,"rna",147617386,147672044,"+","chr4",0.119594763968888
"5725","ENSG00000164171","Dabrafenib","Lung",0.220797191630387,NA,NA,"rna",52989340,53094779,"+","chr5",0.228856474042237
"5726","ENSG00000164171","Dasatinib","Lung",0.384369923623014,NA,NA,"rna",52989340,53094779,"+","chr5",2.35637866e-08
"5727","ENSG00000164171","PD-0325901","Lung",0.438261652890335,NA,NA,"rna",52989340,53094779,"+","chr5",2.35637866e-08
"5728","ENSG00000164171","Saracatinib","Lung",0.177266447862705,NA,NA,"rna",52989340,53094779,"+","chr5",0.251609767369579
"5729","ENSG00000164171","Selumetinib","Lung",0.456989437191697,NA,NA,"rna",52989340,53094779,"+","chr5",2.35637866e-08
"5730","ENSG00000164171","Trametinib","Lung",0.616004231358399,NA,NA,"rna",52989340,53094779,"+","chr5",2.35637866e-08
"5731","ENSG00000164251","PD-0325901","Lung",0.457879571608136,NA,NA,"rna",76818933,76835315,"+","chr5",9.55243342e-08
"5732","ENSG00000164251","Saracatinib","Lung",0.245559795726793,NA,NA,"rna",76818933,76835315,"+","chr5",0.0439221148471914
"5733","ENSG00000164251","Trametinib","Lung",0.46207881066252,NA,NA,"rna",76818933,76835315,"+","chr5",2.35637866e-08
"5734","ENSG00000164300","Cytarabine","Lymphoid",0.480588129905388,NA,NA,"rna",80111651,80256048,"-","chr5",2.35637866e-08
"5735","ENSG00000164305","Unii-40E3azg1MX","Lymphoid",0.362721213108373,NA,NA,"rna",184627696,184649509,"-","chr4",2.35637872e-08
"5736","ENSG00000164307","Trametinib","Lung",0.385728210418015,NA,NA,"rna",96760810,96808100,"-","chr5",2.35637866e-08
"5737","ENSG00000164307","Vorinostat","Lung",-0.326310440145521,NA,NA,"rna",96760810,96808100,"-","chr5",2.35637866e-08
"5738","ENSG00000164308","Dasatinib","Lung",0.42421960124477,NA,NA,"rna",96875986,96919703,"+","chr5",2.35637866e-08
"5739","ENSG00000164326","Vorinostat","Lung",0.276044803529743,NA,NA,"rna",71719275,71721048,"+","chr5",1.649465102e-07
"5740","ENSG00000164342","Vorinostat","Lung",-0.303807102974693,NA,NA,"rna",186069152,186088069,"+","chr4",2.35637866e-08
"5741","ENSG00000164400","Dasatinib","Lung",0.228458425649582,NA,NA,"rna",132073789,132076170,"+","chr5",0.146150792742617
"5742","ENSG00000164400","Panobinostat","Lung",-0.262081178838225,NA,NA,"rna",132073789,132076170,"+","chr5",6.61069613519e-05
"5743","ENSG00000164400","Saracatinib","Lung",0.195182977646355,NA,NA,"rna",132073789,132076170,"+","chr5",0.201937868145739
"5744","ENSG00000164400","Selumetinib","Lung",0.275658772383889,NA,NA,"rna",132073789,132076170,"+","chr5",0.0049428870614496
"5745","ENSG00000164404","Daporinad","Lung",0.380552377549348,NA,NA,"rna",132861181,132866884,"-","chr5",6.61069613519e-05
"5746","ENSG00000164442","Entinostat","Skin",-0.586275087068877,NA,NA,"rna",139371807,139374648,"-","chr6",2.35637872e-08
"5747","ENSG00000164442","Nvp-tae 684","Lymphoid",0.45535662342054,NA,NA,"rna",139371807,139374648,"-","chr6",2.35637866e-08
"5748","ENSG00000164442","PD-0325901","Lung",0.112640832261427,NA,NA,"rna",139371807,139374648,"-","chr6",0.540905408821432
"5749","ENSG00000164542","Crizotinib","Lymphoid",0.349062945750967,NA,NA,"rna",36324221,36390125,"-","chr7",2.35637866e-08
"5750","ENSG00000164542","Dabrafenib","Lung",-0.292101135696124,NA,NA,"rna",36324221,36390125,"-","chr7",0.0111899059678783
"5751","ENSG00000164542","Panobinostat","Lung",0.294658807357387,NA,NA,"rna",36324221,36390125,"-","chr7",0.0010538491593095
"5752","ENSG00000164542","Trametinib","Lung",-0.447596133685768,NA,NA,"rna",36324221,36390125,"-","chr7",2.35637866e-08
"5753","ENSG00000164543","Dabrafenib","Lung",0.175679026963102,NA,NA,"rna",43582758,43650713,"+","chr7",0.332682502853736
"5754","ENSG00000164543","Dasatinib","Lung",0.366862813111261,NA,NA,"rna",43582758,43650713,"+","chr7",2.35637866e-08
"5755","ENSG00000164543","Navitoclax","Lung",-0.336943782460644,NA,NA,"rna",43582758,43650713,"+","chr7",0.0034270088616196
"5756","ENSG00000164543","Pictilisib","Lung",0.311206046664067,NA,NA,"rna",43582758,43650713,"+","chr7",9.6448756784e-06
"5757","ENSG00000164543","Selumetinib","Lung",0.297003004213454,NA,NA,"rna",43582758,43650713,"+","chr7",2.35637866e-08
"5758","ENSG00000164543","Trametinib","Lung",0.523122860076457,NA,NA,"rna",43582758,43650713,"+","chr7",2.35637866e-08
"5759","ENSG00000164574","Alisertib","Lung",-0.384536456622175,NA,NA,"rna",154190730,154420984,"+","chr5",6.326429207e-07
"5760","ENSG00000164574","Entinostat","Skin",-0.150024267295032,NA,NA,"rna",154190730,154420984,"+","chr5",0.820876720371275
"5761","ENSG00000164574","Panobinostat","Lung",-0.439976628810358,NA,NA,"rna",154190730,154420984,"+","chr5",2.35637866e-08
"5762","ENSG00000164574","Trametinib","Lung",0.406145857686572,NA,NA,"rna",154190730,154420984,"+","chr5",2.35637866e-08
"5763","ENSG00000164574","Vorinostat","Lung",-0.408163715388641,NA,NA,"rna",154190730,154420984,"+","chr5",2.35637866e-08
"5764","ENSG00000164604","Crizotinib","Lymphoid",0.361582698200993,NA,NA,"rna",113078331,113087778,"-","chr7",0.0013079751253039
"5765","ENSG00000164604","Panobinostat","Lung",0.250442182981797,NA,NA,"rna",113078331,113087778,"-","chr7",0.0216746307681358
"5766","ENSG00000164647","Dabrafenib","Lung",0.264734497914387,NA,NA,"rna",90154456,90164829,"+","chr7",0.0966586020812684
"5767","ENSG00000164647","Daporinad","Lung",-0.452108156271876,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5768","ENSG00000164647","Navitoclax","Lung",-0.352027625020256,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5769","ENSG00000164647","PD-0325901","Lung",0.469602000938998,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5770","ENSG00000164647","Panobinostat","Lung",-0.379675597394554,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5771","ENSG00000164647","Selumetinib","Lung",0.438642940404074,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5772","ENSG00000164647","Trametinib","Lung",0.594314860668891,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5773","ENSG00000164647","Vorinostat","Lung",-0.327785481112927,NA,NA,"rna",90154456,90164829,"+","chr7",2.35637866e-08
"5774","ENSG00000164683","Cytarabine","Lymphoid",-0.397785093242343,NA,NA,"rna",79764010,79767857,"-","chr8",2.35637872e-08
"5775","ENSG00000164708","Daporinad","Lung",0.322289526436251,NA,NA,"rna",44062727,44065567,"-","chr7",4.71275743e-08
"5776","ENSG00000164708","Panobinostat","Lung",0.308900147669362,NA,NA,"rna",44062727,44065567,"-","chr7",2.827654461e-07
"5777","ENSG00000164733","Alisertib","Lung",-0.32737374766036,NA,NA,"rna",11842524,11869448,"-","chr8",0.0001730702717122
"5778","ENSG00000164733","Crizotinib","Lymphoid",0.44562873810264,NA,NA,"rna",11842524,11869448,"-","chr8",2.35637866e-08
"5779","ENSG00000164733","Dabrafenib","Lung",0.127993160652339,NA,NA,"rna",11842524,11869448,"-","chr8",0.738623107053687
"5780","ENSG00000164733","Daporinad","Lung",-0.382265628165544,NA,NA,"rna",11842524,11869448,"-","chr8",2.35637866e-08
"5781","ENSG00000164733","Navitoclax","Lung",-0.373423361426263,NA,NA,"rna",11842524,11869448,"-","chr8",0.000208694161249
"5782","ENSG00000164733","Nvp-tae 684","Lymphoid",0.636522667572052,NA,NA,"rna",11842524,11869448,"-","chr8",2.35637866e-08
"5783","ENSG00000164733","PD-0325901","Lung",0.412008262837938,NA,NA,"rna",11842524,11869448,"-","chr8",5.95699003331e-05
"5784","ENSG00000164733","Palbociclib","Lung",0.239347455502155,NA,NA,"rna",11842524,11869448,"-","chr8",0.186255028860637
"5785","ENSG00000164733","Selumetinib","Lung",0.294446246713293,NA,NA,"rna",11842524,11869448,"-","chr8",0.0010165358312893
"5786","ENSG00000164733","Tanespimycin","Lung",0.254890032454385,NA,NA,"rna",11842524,11869448,"-","chr8",0.0031876805478748
"5787","ENSG00000164733","Trametinib","Lung",0.453309670336416,NA,NA,"rna",11842524,11869448,"-","chr8",0.0004286025665396
"5788","ENSG00000164733","Unii-40E3azg1MX","Lymphoid",0.404942413491992,NA,NA,"rna",11842524,11869448,"-","chr8",2.35637866e-08
"5789","ENSG00000164742","Dasatinib","Lung",-0.39347151930176,NA,NA,"rna",45574140,45723116,"+","chr7",2.35637866e-08
"5790","ENSG00000164742","Navitoclax","Lung",0.387169321871098,NA,NA,"rna",45574140,45723116,"+","chr7",5.368260848e-06
"5791","ENSG00000164742","Trametinib","Lung",-0.481508420753058,NA,NA,"rna",45574140,45723116,"+","chr7",2.35637866e-08
"5792","ENSG00000164742","Vorinostat","Lung",0.320559417693352,NA,NA,"rna",45574140,45723116,"+","chr7",2.35637866e-08
"5793","ENSG00000164749","Unii-40E3azg1MX","Lymphoid",0.281662517311964,NA,NA,"rna",75407914,75566834,"+","chr8",0.011430645217658
"5794","ENSG00000164754","Navitoclax","Lung",0.320428359186475,NA,NA,"rna",116845934,116874776,"-","chr8",1.5605736665e-05
"5795","ENSG00000164754","Venetoclax","Lung",0.404657943663947,NA,NA,"rna",116845934,116874776,"-","chr8",2.35637866e-08
"5796","ENSG00000164880","Cytarabine","Lymphoid",0.364898997845238,NA,NA,"rna",1470277,1504389,"-","chr7",2.35637872e-08
"5797","ENSG00000164896","Linsitinib","Lymphoid",0.369140015695999,NA,NA,"rna",151076593,151080866,"-","chr7",2.35637866e-08
"5798","ENSG00000164929","Dasatinib","Lung",-0.408814226941011,NA,NA,"rna",103140713,103230305,"+","chr8",2.35637866e-08
"5799","ENSG00000164929","Docetaxel","Lung",-0.148455487850171,NA,NA,"rna",103140713,103230305,"+","chr8",0.291479695028841
"5800","ENSG00000164929","Navitoclax","Lung",0.475561429734039,NA,NA,"rna",103140713,103230305,"+","chr8",2.35637866e-08
"5801","ENSG00000164929","Panobinostat","Lung",0.292801654543731,NA,NA,"rna",103140713,103230305,"+","chr8",1.1310617842e-06
"5802","ENSG00000164951","Trametinib","Lung",0.302329072123129,NA,NA,"rna",93857807,93926068,"+","chr8",0.0136159723749007
"5803","ENSG00000164961","PD-0325901","Lung",0.220903709883474,NA,NA,"rna",125024260,125091819,"-","chr8",0.0354483651903665
"5804","ENSG00000164961","Palbociclib","Lung",0.233523966708581,NA,NA,"rna",125024260,125091819,"-","chr8",0.0521382227211916
"5805","ENSG00000164975","Daporinad","Lung",0.407541690274578,NA,NA,"rna",15422704,15465953,"+","chr9",2.35637866e-08
"5806","ENSG00000164975","Trametinib","Lung",-0.436804565480988,NA,NA,"rna",15422704,15465953,"+","chr9",2.35637866e-08
"5807","ENSG00000164985","Alisertib","Lung",0.333446048684356,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5808","ENSG00000164985","Daporinad","Lung",0.525979135536838,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5809","ENSG00000164985","Navitoclax","Lung",0.373255866933703,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5810","ENSG00000164985","PD-0325901","Lung",-0.336236311254953,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5811","ENSG00000164985","Panobinostat","Lung",0.256340066067975,NA,NA,"rna",15464066,15510995,"-","chr9",0.0096921815355173
"5812","ENSG00000164985","Trametinib","Lung",-0.484945986153102,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5813","ENSG00000164985","Vorinostat","Lung",0.400097093334072,NA,NA,"rna",15464066,15510995,"-","chr9",2.35637866e-08
"5814","ENSG00000165006","Navitoclax","Lung",-0.287018534110008,NA,NA,"rna",34179005,34252523,"+","chr9",0.0174495290903429
"5815","ENSG00000165023","Trametinib","Lung",-0.376640376692857,NA,NA,"rna",90609832,90642862,"-","chr9",2.35637866e-08
"5816","ENSG00000165029","PD-0325901","Lung",0.33624984812488,NA,NA,"rna",104781006,104928155,"-","chr9",0.0001730702717122
"5817","ENSG00000165029","Trametinib","Lung",0.424758859875948,NA,NA,"rna",104781006,104928155,"-","chr9",2.35637866e-08
"5818","ENSG00000165030","Daporinad","Lung",-0.288074126588789,NA,NA,"rna",91409045,91423832,"-","chr9",0.0027631781110071
"5819","ENSG00000165030","Nvp-tae 684","Lymphoid",0.531526307948949,NA,NA,"rna",91409045,91423832,"-","chr9",2.35637866e-08
"5820","ENSG00000165061","Navitoclax","Lung",0.359280616301522,NA,NA,"rna",40530590,40897833,"-","chr8",2.35637866e-08
"5821","ENSG00000165102","PD-0325901","Lung",0.17979596707706,NA,NA,"rna",43140464,43202855,"+","chr8",0.18607608904661
"5822","ENSG00000165175","Dasatinib","Lung",-0.321124280159866,NA,NA,"rna",38801432,38806537,"+","chrX",0.039647818901639
"5823","ENSG00000165175","Linsitinib","Esophagus/Stomach",-0.280559271984466,NA,NA,"rna",38801432,38806537,"+","chrX",0.203728690000664
"5824","ENSG00000165175","Saracatinib","Lung",-0.264768856104006,NA,NA,"rna",38801432,38806537,"+","chrX",0.0755816390969757
"5825","ENSG00000165264","Irinotecan","Lung",0.370811594737509,NA,NA,"rna",32553001,32573184,"-","chr9",0.0037495621364707
"5826","ENSG00000165272","Linsitinib","Lymphoid",0.400018311816126,NA,NA,"rna",33441156,33447596,"-","chr9",0.0004210069970093
"5827","ENSG00000165272","Unii-40E3azg1MX","Lymphoid",0.388373438892418,NA,NA,"rna",33441156,33447596,"-","chr9",2.35637866e-08
"5828","ENSG00000165283","Paclitaxel","Lung",0.245132684862506,NA,NA,"rna",35099776,35103195,"-","chr9",0.0268956588897047
"5829","ENSG00000165392","Alisertib","Lung",0.240513562374817,NA,NA,"rna",31033788,31176138,"+","chr8",1.4538856685e-05
"5830","ENSG00000165512","Cytarabine","Lymphoid",0.403904603278798,NA,NA,"rna",45000923,45005326,"+","chr10",2.35637866e-08
"5831","ENSG00000165678","Navitoclax","Lung",-0.325605743407818,NA,NA,"rna",84139509,84153568,"+","chr10",0.0103753422423459
"5832","ENSG00000165678","Trametinib","Lung",0.409561577039793,NA,NA,"rna",84139509,84153568,"+","chr10",2.35637872e-08
"5833","ENSG00000165682","Selumetinib","Lymphoid",0.250684414115328,NA,NA,"rna",9985642,10013424,"-","chr12",0.0225030139331443
"5834","ENSG00000165684","Entinostat","Lung",0.0726194285931203,NA,NA,"rna",136375577,136400168,"-","chr9",0.635043980886438
"5835","ENSG00000165732","Tanespimycin","Lung",0.328938204313807,NA,NA,"rna",68956170,68985068,"+","chr10",2.35637866e-08
"5836","ENSG00000165821","Daporinad","Lung",0.520714391636062,NA,NA,"rna",21521080,21537216,"-","chr14",3.5121707e-09
"5837","ENSG00000165821","Navitoclax","Lung",0.358555683636493,NA,NA,"rna",21521080,21537216,"-","chr14",2.2768462946e-06
"5838","ENSG00000165821","Trametinib","Lung",-0.518327159986648,NA,NA,"rna",21521080,21537216,"-","chr14",2.35637866e-08
"5839","ENSG00000165821","Venetoclax","Lung",0.295735434174326,NA,NA,"rna",21521080,21537216,"-","chr14",2.191432207e-06
"5840","ENSG00000165821","Vorinostat","Lung",0.332433517176376,NA,NA,"rna",21521080,21537216,"-","chr14",2.35637866e-08
"5841","ENSG00000165886","Dasatinib","Lung",0.46885037317304,NA,NA,"rna",97498924,97571206,"+","chr10",2.35637866e-08
"5842","ENSG00000165886","Panobinostat","Lung",-0.322187703827274,NA,NA,"rna",97498924,97571206,"+","chr10",0.0009264997300583
"5843","ENSG00000165886","Saracatinib","Lung",0.189113646692706,NA,NA,"rna",97498924,97571206,"+","chr10",0.262778422955333
"5844","ENSG00000165912","Navitoclax","Lung",-0.394289890184429,NA,NA,"rna",47177522,47186443,"-","chr11",2.35637866e-08
"5845","ENSG00000165912","Vorinostat","Lung",-0.301239743183713,NA,NA,"rna",47177522,47186443,"-","chr11",2.35637866e-08
"5846","ENSG00000165929","Lapatinib","Lung",0.408279745572877,NA,NA,"rna",91779746,91867536,"-","chr14",2.35637866e-08
"5847","ENSG00000165943","Panobinostat","Lung",0.23372436622726,NA,NA,"rna",93182199,93184923,"-","chr14",0.0187188865418429
"5848","ENSG00000165966","Panobinostat","Lung",0.203708377304485,NA,NA,"rna",41188320,41574745,"+","chr12",0.0679027556315069
"5849","ENSG00000165973","Dasatinib","Lung",-0.380759656014633,NA,NA,"rna",20669551,21575686,"+","chr11",4.71275743e-08
"5850","ENSG00000165973","Navitoclax","Lung",0.435921445115769,NA,NA,"rna",20669551,21575686,"+","chr11",2.35637866e-08
